tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 
74	Medication/supplement use	102781	phv00102781.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:27:15+00:00	2018-10-01 18:27:15+00:00 
74	Medication/supplement use	102782	phv00102782.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:27:27+00:00	2018-10-01 18:27:27+00:00 
74	Medication/supplement use	102783	phv00102783.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:27:38+00:00	2018-10-01 18:27:38+00:00 
74	Medication/supplement use	102784	phv00102784.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:27:47+00:00	2018-10-01 18:27:47+00:00 
74	Medication/supplement use	102785	phv00102785.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:27:56+00:00	2018-10-01 18:27:56+00:00 
74	Medication/supplement use	102786	phv00102786.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:28:09+00:00	2018-10-01 18:28:09+00:00 
74	Medication/supplement use	102787	phv00102787.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:28:17+00:00	2018-10-01 18:28:17+00:00 
74	Medication/supplement use	102788	phv00102788.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:28:28+00:00	2018-10-01 18:28:28+00:00 
74	Medication/supplement use	102789	phv00102789.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:28:36+00:00	2018-10-01 18:28:36+00:00 
74	Medication/supplement use	102817	phv00102817.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:28:54+00:00	2018-10-01 18:28:54+00:00 
74	Medication/supplement use	102818	phv00102818.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:29:04+00:00	2018-10-01 18:29:04+00:00 
74	Medication/supplement use	102826	phv00102826.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:29:23+00:00	2018-10-01 18:29:23+00:00 
74	Medication/supplement use	102827	phv00102827.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:29:34+00:00	2018-10-01 18:29:34+00:00 
74	Medication/supplement use	102968	phv00102968.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:30:21+00:00	2018-10-01 18:30:21+00:00 
74	Medication/supplement use	103062	phv00103062.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:30:46+00:00	2018-10-01 18:30:46+00:00 
74	Medication/supplement use	103063	phv00103063.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:30:54+00:00	2018-10-01 18:30:54+00:00 
74	Medication/supplement use	103064	phv00103064.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:02+00:00	2018-10-01 18:31:02+00:00 
74	Medication/supplement use	103065	phv00103065.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:08+00:00	2018-10-01 18:31:08+00:00 
74	Medication/supplement use	103066	phv00103066.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:16+00:00	2018-10-01 18:31:16+00:00 
74	Medication/supplement use	103067	phv00103067.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:27+00:00	2018-10-01 18:31:27+00:00 
74	Medication/supplement use	103068	phv00103068.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:35+00:00	2018-10-01 18:31:35+00:00 
74	Medication/supplement use	103069	phv00103069.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:43+00:00	2018-10-01 18:31:43+00:00 
74	Medication/supplement use	103070	phv00103070.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:51+00:00	2018-10-01 18:31:51+00:00 
74	Medication/supplement use	103071	phv00103071.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:31:59+00:00	2018-10-01 18:31:59+00:00 
74	Medication/supplement use	103072	phv00103072.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:32:07+00:00	2018-10-01 18:32:07+00:00 
74	Medication/supplement use	103073	phv00103073.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:32:14+00:00	2018-10-01 18:32:14+00:00 
74	Medication/supplement use	103074	phv00103074.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:32:21+00:00	2018-10-01 18:32:21+00:00 
74	Medication/supplement use	103075	phv00103075.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:36:54+00:00	2018-10-01 18:36:54+00:00 
74	Medication/supplement use	103076	phv00103076.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:04+00:00	2018-10-01 18:37:04+00:00 
74	Medication/supplement use	103077	phv00103077.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:11+00:00	2018-10-01 18:37:11+00:00 
74	Medication/supplement use	103078	phv00103078.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:21+00:00	2018-10-01 18:37:21+00:00 
74	Medication/supplement use	103079	phv00103079.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:29+00:00	2018-10-01 18:37:29+00:00 
74	Medication/supplement use	103080	phv00103080.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:37+00:00	2018-10-01 18:37:37+00:00 
74	Medication/supplement use	103081	phv00103081.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:44+00:00	2018-10-01 18:37:44+00:00 
74	Medication/supplement use	103082	phv00103082.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:37:51+00:00	2018-10-01 18:37:51+00:00 
74	Medication/supplement use	103083	phv00103083.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:01+00:00	2018-10-01 18:38:01+00:00 
74	Medication/supplement use	103084	phv00103084.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:09+00:00	2018-10-01 18:38:09+00:00 
74	Medication/supplement use	103085	phv00103085.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:17+00:00	2018-10-01 18:38:17+00:00 
74	Medication/supplement use	103086	phv00103086.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:24+00:00	2018-10-01 18:38:24+00:00 
74	Medication/supplement use	103087	phv00103087.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:35+00:00	2018-10-01 18:38:35+00:00 
74	Medication/supplement use	103088	phv00103088.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:38:52+00:00	2018-10-01 18:38:52+00:00 
74	Medication/supplement use	103089	phv00103089.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:04+00:00	2018-10-01 18:39:04+00:00 
74	Medication/supplement use	103090	phv00103090.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:13+00:00	2018-10-01 18:39:13+00:00 
74	Medication/supplement use	103091	phv00103091.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:21+00:00	2018-10-01 18:39:21+00:00 
74	Medication/supplement use	103092	phv00103092.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:28+00:00	2018-10-01 18:39:28+00:00 
74	Medication/supplement use	103093	phv00103093.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:35+00:00	2018-10-01 18:39:35+00:00 
74	Medication/supplement use	103094	phv00103094.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:39:48+00:00	2018-10-01 18:39:48+00:00 
74	Medication/supplement use	103095	phv00103095.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:00+00:00	2018-10-01 18:40:00+00:00 
74	Medication/supplement use	103096	phv00103096.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:09+00:00	2018-10-01 18:40:09+00:00 
74	Medication/supplement use	103097	phv00103097.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:17+00:00	2018-10-01 18:40:17+00:00 
74	Medication/supplement use	103098	phv00103098.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:26+00:00	2018-10-01 18:40:26+00:00 
74	Medication/supplement use	103099	phv00103099.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:34+00:00	2018-10-01 18:40:34+00:00 
74	Medication/supplement use	103100	phv00103100.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:44+00:00	2018-10-01 18:40:44+00:00 
74	Medication/supplement use	103101	phv00103101.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:40:52+00:00	2018-10-01 18:40:52+00:00 
74	Medication/supplement use	103102	phv00103102.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:01+00:00	2018-10-01 18:41:01+00:00 
74	Medication/supplement use	103105	phv00103105.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:12+00:00	2018-10-01 18:41:12+00:00 
74	Medication/supplement use	103106	phv00103106.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:21+00:00	2018-10-01 18:41:21+00:00 
74	Medication/supplement use	103107	phv00103107.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:29+00:00	2018-10-01 18:41:29+00:00 
74	Medication/supplement use	103108	phv00103108.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:37+00:00	2018-10-01 18:41:37+00:00 
74	Medication/supplement use	103109	phv00103109.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:45+00:00	2018-10-01 18:41:45+00:00 
74	Medication/supplement use	103110	phv00103110.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:41:53+00:00	2018-10-01 18:41:53+00:00 
74	Medication/supplement use	103111	phv00103111.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:02+00:00	2018-10-01 18:42:02+00:00 
74	Medication/supplement use	103112	phv00103112.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:11+00:00	2018-10-01 18:42:11+00:00 
74	Medication/supplement use	103113	phv00103113.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:20+00:00	2018-10-01 18:42:20+00:00 
74	Medication/supplement use	103114	phv00103114.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:27+00:00	2018-10-01 18:42:27+00:00 
74	Medication/supplement use	103115	phv00103115.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:37+00:00	2018-10-01 18:42:37+00:00 
74	Medication/supplement use	103116	phv00103116.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:46+00:00	2018-10-01 18:42:46+00:00 
74	Medication/supplement use	103117	phv00103117.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:42:55+00:00	2018-10-01 18:42:55+00:00 
74	Medication/supplement use	103118	phv00103118.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:02+00:00	2018-10-01 18:43:02+00:00 
74	Medication/supplement use	103119	phv00103119.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:10+00:00	2018-10-01 18:43:10+00:00 
74	Medication/supplement use	103120	phv00103120.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:18+00:00	2018-10-01 18:43:18+00:00 
74	Medication/supplement use	103121	phv00103121.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:27+00:00	2018-10-01 18:43:27+00:00 
74	Medication/supplement use	103122	phv00103122.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:37+00:00	2018-10-01 18:43:37+00:00 
74	Medication/supplement use	103123	phv00103123.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:44+00:00	2018-10-01 18:43:44+00:00 
74	Medication/supplement use	103124	phv00103124.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:43:51+00:00	2018-10-01 18:43:51+00:00 
74	Medication/supplement use	103125	phv00103125.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:01+00:00	2018-10-01 18:44:01+00:00 
74	Medication/supplement use	103126	phv00103126.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:09+00:00	2018-10-01 18:44:09+00:00 
74	Medication/supplement use	103127	phv00103127.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:19+00:00	2018-10-01 18:44:19+00:00 
74	Medication/supplement use	103128	phv00103128.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:27+00:00	2018-10-01 18:44:27+00:00 
74	Medication/supplement use	103129	phv00103129.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:35+00:00	2018-10-01 18:44:35+00:00 
74	Medication/supplement use	103130	phv00103130.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:43+00:00	2018-10-01 18:44:43+00:00 
74	Medication/supplement use	103131	phv00103131.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:44:51+00:00	2018-10-01 18:44:51+00:00 
74	Medication/supplement use	103132	phv00103132.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:00+00:00	2018-10-01 18:45:00+00:00 
74	Medication/supplement use	103133	phv00103133.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:10+00:00	2018-10-01 18:45:10+00:00 
74	Medication/supplement use	103134	phv00103134.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:17+00:00	2018-10-01 18:45:17+00:00 
74	Medication/supplement use	103135	phv00103135.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:25+00:00	2018-10-01 18:45:25+00:00 
74	Medication/supplement use	103136	phv00103136.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:33+00:00	2018-10-01 18:45:33+00:00 
74	Medication/supplement use	103137	phv00103137.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:41+00:00	2018-10-01 18:45:41+00:00 
74	Medication/supplement use	103138	phv00103138.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:49+00:00	2018-10-01 18:45:49+00:00 
74	Medication/supplement use	103139	phv00103139.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:45:57+00:00	2018-10-01 18:45:57+00:00 
74	Medication/supplement use	103140	phv00103140.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:05+00:00	2018-10-01 18:46:05+00:00 
74	Medication/supplement use	103141	phv00103141.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:13+00:00	2018-10-01 18:46:13+00:00 
74	Medication/supplement use	103142	phv00103142.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:20+00:00	2018-10-01 18:46:20+00:00 
74	Medication/supplement use	103143	phv00103143.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:28+00:00	2018-10-01 18:46:28+00:00 
74	Medication/supplement use	103144	phv00103144.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:36+00:00	2018-10-01 18:46:36+00:00 
74	Medication/supplement use	103145	phv00103145.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:44+00:00	2018-10-01 18:46:44+00:00 
74	Medication/supplement use	103146	phv00103146.v1.p1	pht001475.v1.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 18:46:52+00:00	2018-10-01 18:46:52+00:00 
74	Medication/supplement use	197514	phv00197514.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:09:26+00:00	2018-10-01 20:09:26+00:00 
74	Medication/supplement use	197515	phv00197515.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:09:39+00:00	2018-10-01 20:09:39+00:00 
74	Medication/supplement use	197516	phv00197516.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:09:47+00:00	2018-10-01 20:09:47+00:00 
74	Medication/supplement use	197517	phv00197517.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:00+00:00	2018-10-01 20:10:00+00:00 
74	Medication/supplement use	197518	phv00197518.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:08+00:00	2018-10-01 20:10:08+00:00 
74	Medication/supplement use	197519	phv00197519.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:25+00:00	2018-10-01 20:10:25+00:00 
74	Medication/supplement use	197520	phv00197520.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:33+00:00	2018-10-01 20:10:33+00:00 
74	Medication/supplement use	197521	phv00197521.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:42+00:00	2018-10-01 20:10:42+00:00 
74	Medication/supplement use	197522	phv00197522.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:10:50+00:00	2018-10-01 20:10:50+00:00 
74	Medication/supplement use	197523	phv00197523.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:14:36+00:00	2018-10-01 20:14:36+00:00 
74	Medication/supplement use	197524	phv00197524.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:14:58+00:00	2018-10-01 20:14:58+00:00 
74	Medication/supplement use	197525	phv00197525.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:15:09+00:00	2018-10-01 20:15:09+00:00 
74	Medication/supplement use	197526	phv00197526.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:15:17+00:00	2018-10-01 20:15:17+00:00 
74	Medication/supplement use	197527	phv00197527.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:15:28+00:00	2018-10-01 20:15:28+00:00 
74	Medication/supplement use	197528	phv00197528.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:15:43+00:00	2018-10-01 20:15:43+00:00 
74	Medication/supplement use	197529	phv00197529.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:15:52+00:00	2018-10-01 20:15:52+00:00 
74	Medication/supplement use	197530	phv00197530.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:01+00:00	2018-10-01 20:16:01+00:00 
74	Medication/supplement use	197531	phv00197531.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:11+00:00	2018-10-01 20:16:11+00:00 
74	Medication/supplement use	197532	phv00197532.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:20+00:00	2018-10-01 20:16:20+00:00 
74	Medication/supplement use	197533	phv00197533.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:33+00:00	2018-10-01 20:16:33+00:00 
74	Medication/supplement use	197534	phv00197534.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:43+00:00	2018-10-01 20:16:43+00:00 
74	Medication/supplement use	197535	phv00197535.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:16:52+00:00	2018-10-01 20:16:52+00:00 
74	Medication/supplement use	197536	phv00197536.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:00+00:00	2018-10-01 20:17:00+00:00 
74	Medication/supplement use	197537	phv00197537.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:08+00:00	2018-10-01 20:17:08+00:00 
74	Medication/supplement use	197538	phv00197538.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:15+00:00	2018-10-01 20:17:15+00:00 
74	Medication/supplement use	197539	phv00197539.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:23+00:00	2018-10-01 20:17:23+00:00 
74	Medication/supplement use	197540	phv00197540.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:32+00:00	2018-10-01 20:17:32+00:00 
74	Medication/supplement use	197541	phv00197541.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:39+00:00	2018-10-01 20:17:39+00:00 
74	Medication/supplement use	197542	phv00197542.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:47+00:00	2018-10-01 20:17:47+00:00 
74	Medication/supplement use	197543	phv00197543.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:17:55+00:00	2018-10-01 20:17:55+00:00 
74	Medication/supplement use	197544	phv00197544.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:02+00:00	2018-10-01 20:18:02+00:00 
74	Medication/supplement use	197545	phv00197545.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:10+00:00	2018-10-01 20:18:10+00:00 
74	Medication/supplement use	197546	phv00197546.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:18+00:00	2018-10-01 20:18:18+00:00 
74	Medication/supplement use	197547	phv00197547.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:33+00:00	2018-10-01 20:18:33+00:00 
74	Medication/supplement use	197548	phv00197548.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:40+00:00	2018-10-01 20:18:40+00:00 
74	Medication/supplement use	197549	phv00197549.v1.p1	pht003699.v2.p1	phs000287.v6.p1	Cardiovascular Health Study (CHS)	287	6	2018-10-01 20:18:48+00:00	2018-10-01 20:18:48+00:00 
